sigla_uf,situacao_domicilio,comodos,condicao_domicilio,banheiros,moradores,homens,mulheres,agua,coleta_lixo,iluminacao,radio,geladeira,videocassete,maquina_lavar,microondas,telefone,computador,televisores,automoveis,ar_condicionado,iluminacao_publica,pavimentacao,rendimento
AC,1,4,1,0,5,4,1,3,1,1,2,1,2,2,2,2,2,0,0,0,5,3,100
AC,1,5,1,0,5,3,2,2,1,1,1,1,2,2,2,2,2,0,0,0,5,3,100
AC,1,4,1,0,2,1,1,3,1,1,2,1,2,2,2,2,2,1,0,0,2,3,351
AC,1,2,5,0,5,3,2,2,1,1,2,1,2,2,2,2,2,1,0,0,5,3,1000
AC,1,3,1,0,6,1,5,2,3,2,2,2,2,2,2,2,2,0,0,0,6,3,1250
AC,1,5,1,1,4,3,1,2,5,1,1,1,2,1,2,2,2,1,0,0,4,3,667
AC,1,2,5,0,4,2,2,3,5,1,1,1,2,2,2,2,2,1,0,0,4,3,270
AC,1,2,5,0,5,3,2,2,1,1,2,1,2,2,2,2,2,0,0,0,5,3,880
AC,1,4,1,0,5,1,4,2,1,1,2,1,2,2,2,2,2,1,0,0,5,3,270
AC,1,2,1,0,2,1,1,2,5,1,2,2,2,2,2,2,2,0,0,0,2,3,500
AC,1,5,4,2,3,2,1,2,3,1,2,1,1,2,2,1,1,1,1,0,3,3,1500
AC,1,2,1,0,3,1,2,1,3,1,2,2,2,2,2,2,2,1,1,0,3,3,302
AC,1,2,1,0,4,3,1,2,1,1,2,2,2,2,2,2,2,0,1,0,4,3,800
AC,1,8,1,1,7,3,4,2,3,1,1,1,2,2,2,2,2,1,0,0,7,3,432
AC,1,4,5,0,3,1,2,1,1,1,2,2,2,2,2,2,2,1,0,0,3,3,300
AC,1,6,1,1,3,1,2,2,3,1,1,1,2,2,2,2,2,0,0,0,3,3,684
AC,1,2,5,0,3,1,2,2,5,1,1,1,2,2,2,2,2,1,0,0,3,3,151
AC,1,4,1,1,1,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,1,2,0
AC,1,4,1,1,5,1,4,1,3,1,2,1,2,2,2,1,2,1,0,0,5,2,201
AC,1,5,1,1,3,2,1,1,5,1,1,1,2,2,2,2,2,1,0,0,3,3,800
AC,1,5,1,1,4,2,2,1,3,1,1,1,2,2,2,2,2,1,0,0,4,3,1100
AC,1,4,1,0,5,3,2,2,3,1,2,1,2,2,2,2,2,0,0,0,5,3,301
AC,1,3,1,1,5,2,3,1,3,1,1,1,2,2,2,2,2,1,0,0,5,3,701
AC,1,2,1,0,2,1,1,1,1,1,2,2,2,2,2,2,2,0,0,0,2,3,302
AC,1,3,1,0,4,2,2,1,3,1,1,1,2,2,2,1,2,1,0,0,4,3,1000
AC,1,4,1,0,4,3,1,2,3,2,2,2,2,2,2,2,2,0,0,0,4,3,1351
AC,1,6,1,1,6,4,2,1,1,1,1,1,2,2,2,2,2,1,0,0,6,3,300
AC,1,1,3,0,5,2,3,3,3,1,2,2,2,2,2,2,2,1,0,0,5,3,251
AC,1,2,1,0,5,3,2,3,5,1,2,1,2,2,2,2,2,1,0,0,5,3,151
AC,1,,,,10,4,6,,,,,,,,,,,,,,10,3,610
AC,1,2,1,0,5,4,1,2,3,1,1,2,2,2,2,2,2,0,0,0,5,3,300
AC,1,3,4,0,3,2,1,2,3,1,2,2,2,2,2,2,2,1,0,0,3,3,150
AC,1,4,2,0,6,4,2,2,3,1,1,2,2,2,2,2,2,1,0,0,6,3,300
AC,1,2,1,0,4,3,1,2,3,1,1,1,2,2,2,2,2,1,0,0,4,3,180
AC,1,2,1,0,6,5,1,3,3,1,1,1,2,2,2,2,2,1,0,0,6,3,150
AC,1,2,1,0,4,2,2,1,1,1,2,1,2,2,2,2,2,1,1,0,4,2,150
AC,1,6,1,0,3,0,3,2,1,1,1,1,2,2,2,2,2,1,0,0,3,2,820
AC,1,3,1,0,3,1,2,2,3,1,1,1,2,2,2,2,2,2,0,0,3,3,355
AC,1,4,1,0,3,2,1,1,3,1,1,2,2,2,2,2,2,0,0,0,3,3,300
AC,1,6,1,1,3,2,1,1,1,1,1,1,1,2,2,1,2,1,0,0,3,3,3700
AC,1,7,1,1,5,1,4,1,1,1,1,1,2,2,2,1,2,2,1,1,5,2,7811
AC,1,10,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,0,2,2,1310
AC,1,5,1,0,4,3,1,1,3,1,2,1,2,2,2,2,2,0,0,0,4,3,50
AC,1,4,1,1,3,2,1,2,3,1,1,1,2,2,2,1,2,3,0,0,3,3,1200
AC,1,5,1,0,4,3,1,1,3,1,1,1,2,2,2,2,2,0,0,0,4,3,200
AC,1,4,1,0,3,1,2,2,1,1,2,1,2,2,2,2,2,1,0,0,3,3,453
AC,1,5,1,0,4,1,3,2,1,1,1,2,2,2,2,1,2,1,0,0,4,3,200
AC,1,2,3,0,3,1,2,2,1,1,2,2,2,2,2,2,2,0,0,0,3,3,1000
AC,1,3,1,0,5,2,3,2,1,1,2,2,2,2,2,1,2,1,0,0,5,3,200
AC,1,5,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,0,0,2,3,382
AC,1,3,1,0,2,1,1,2,3,1,2,1,2,2,2,2,2,0,1,0,2,3,1451
AC,1,4,1,1,5,2,3,2,3,1,1,1,2,2,2,2,2,1,0,0,5,3,542
AC,1,4,1,0,6,3,3,1,3,1,1,2,2,2,2,2,2,1,0,0,6,3,302
AC,1,7,1,2,4,2,2,2,3,1,1,1,2,2,2,1,2,1,1,0,4,3,1200
AC,1,5,1,0,7,4,3,2,3,1,1,2,2,2,2,2,2,1,0,0,7,3,511
AC,1,4,1,0,3,2,1,2,3,1,1,1,2,2,2,2,2,2,0,0,3,3,1651
AC,1,2,1,0,5,3,2,1,3,1,1,2,2,2,2,2,2,0,0,0,5,3,700
AC,1,4,1,0,7,3,4,2,5,1,2,2,2,2,2,2,2,0,0,0,7,3,520
AC,1,5,1,0,4,2,2,1,1,1,2,1,2,2,2,2,2,0,0,0,4,3,302
AC,1,4,1,0,5,3,2,1,1,1,1,1,2,2,2,1,2,1,0,0,5,3,350
AC,1,3,1,0,5,2,3,2,5,1,2,1,2,2,2,2,2,1,0,0,5,3,535
AC,1,3,3,0,2,1,1,1,1,1,2,2,2,2,2,2,2,0,0,0,2,3,420
AC,1,5,4,1,3,3,0,1,1,1,2,2,2,2,2,2,2,1,0,0,3,3,300
AC,1,6,3,0,3,1,2,2,1,1,2,1,2,1,2,2,2,1,0,0,3,2,1500
AC,1,3,1,0,1,1,0,2,3,1,2,2,2,2,2,2,2,0,0,0,1,3,619
AC,1,5,1,0,7,3,4,2,3,1,2,1,2,2,2,2,2,1,0,0,7,3,331
AC,1,4,5,0,2,1,1,1,3,1,2,1,2,2,2,2,2,0,0,0,2,3,560
AC,1,1,3,0,1,1,0,1,3,1,1,1,2,2,2,2,2,0,0,0,1,3,0
AC,1,4,1,1,3,1,2,1,1,1,2,1,2,2,2,2,1,1,0,0,3,3,302
AC,1,4,1,0,1,1,0,3,3,1,1,1,2,2,2,2,2,1,1,0,1,3,1200
AC,2,4,1,0,5,3,2,1,3,1,1,1,2,2,2,2,2,1,0,0,5,3,307
AC,2,4,1,0,6,3,3,2,3,1,2,2,2,2,2,2,2,0,0,0,6,3,151
AC,2,3,1,0,4,3,1,1,3,1,2,1,2,2,2,2,2,0,0,0,4,3,302
AC,2,6,1,0,4,2,2,2,3,1,1,1,2,2,2,2,2,1,0,0,4,3,2075
AC,2,7,1,1,4,1,3,2,3,1,1,1,1,2,2,2,2,3,1,1,4,3,1951
AC,2,5,1,0,3,2,1,2,3,1,2,1,2,2,2,2,2,1,0,0,3,3,151
AC,2,3,1,0,4,1,3,1,3,1,2,1,2,2,2,2,2,0,0,0,4,3,260
AC,2,4,1,0,2,1,1,1,3,1,2,1,2,2,2,2,2,1,0,0,2,3,602
AC,2,4,1,0,5,3,2,1,3,1,1,1,1,2,2,2,2,1,0,0,5,3,800
AC,2,2,1,0,1,1,0,2,3,1,2,2,2,2,2,2,2,0,0,0,1,3,0
AC,2,3,1,0,3,2,1,2,3,2,1,2,2,2,2,2,2,0,0,0,3,3,150
AC,2,5,5,0,6,2,4,2,3,1,1,1,1,2,2,2,2,2,1,0,6,3,800
AC,2,3,1,0,3,2,1,2,5,2,1,2,2,2,2,2,2,0,0,0,3,1,0
AC,2,4,1,0,2,1,1,2,3,2,1,2,2,2,2,2,2,0,0,0,2,3,600
AC,2,4,2,0,8,3,5,2,3,2,1,2,2,2,2,2,2,0,0,0,8,3,220
AC,2,3,1,0,5,3,2,2,5,2,2,2,2,2,2,2,2,0,0,0,5,3,531
AC,2,5,5,0,4,2,2,3,5,2,1,1,2,2,2,2,2,0,1,0,4,1,172
AC,2,2,1,0,1,1,0,2,3,2,1,2,2,2,2,2,2,0,0,0,1,1,302
AC,2,3,4,0,6,5,1,2,3,2,1,2,2,2,2,2,2,0,0,0,6,3,380
AC,2,5,1,1,5,4,1,2,3,2,2,2,2,2,2,2,2,0,0,0,5,3,800
AC,2,2,1,0,5,3,2,2,3,1,2,2,2,2,2,2,2,0,0,0,5,3,280
AC,2,4,1,0,2,1,1,2,3,1,1,1,2,2,2,2,2,0,1,0,2,3,230
AC,2,6,1,0,8,4,4,2,3,2,1,2,2,2,2,2,2,0,0,0,8,3,80
AC,2,5,1,0,7,3,4,2,5,2,1,2,2,2,2,2,2,0,0,0,7,3,800
AC,2,4,1,0,8,4,4,2,3,1,1,2,2,2,2,2,2,0,1,0,8,3,800
AC,2,1,1,0,7,4,3,2,3,2,1,2,2,2,2,2,2,0,0,0,7,3,280
AC,2,3,1,0,3,1,2,2,3,2,1,2,2,2,2,2,2,0,0,0,3,3,250
AC,2,4,2,0,5,3,2,2,3,2,1,2,2,2,2,2,2,0,0,0,5,3,0
AC,2,5,4,0,4,1,3,2,3,2,2,2,2,2,2,2,2,0,0,0,4,3,551
AC,2,4,5,1,4,2,2,2,5,1,1,1,2,2,2,2,2,0,0,0,4,3,350
AC,2,3,1,0,3,2,1,2,3,2,1,2,2,2,2,2,2,0,0,0,3,3,351
AC,2,4,1,0,1,1,0,2,3,2,1,2,2,2,2,2,2,0,0,0,1,3,200
AC,2,4,1,0,3,1,2,2,3,2,1,2,2,2,2,2,2,0,0,0,3,9,482
AC,2,3,1,0,10,7,3,2,3,2,2,2,2,2,2,2,2,0,0,0,10,3,250
AC,2,2,4,0,4,2,2,2,3,2,1,2,2,2,2,2,2,0,0,0,4,3,200
AC,2,4,1,0,3,2,1,2,5,1,1,1,1,1,2,2,2,1,1,0,3,3,200
AC,2,5,1,0,2,1,1,2,3,2,1,2,2,2,2,2,2,1,0,0,2,3,500
AC,2,6,1,0,6,3,3,2,3,2,2,2,2,2,2,2,2,0,0,0,6,3,310
AC,2,4,5,0,5,4,1,2,3,2,1,2,2,2,2,2,2,0,0,0,5,3,200
AC,2,5,5,0,4,2,2,2,3,2,1,2,2,2,2,2,2,1,0,0,4,3,301
AC,2,7,1,0,12,5,7,2,3,2,1,2,2,2,2,2,2,0,0,0,12,3,1002
AC,2,4,1,0,5,4,1,2,3,2,1,2,2,2,2,2,2,0,0,0,5,3,330
AC,2,4,1,1,6,3,3,2,3,2,1,1,2,2,2,2,2,0,0,0,6,3,400
AC,2,3,1,0,4,3,1,2,3,2,2,2,2,2,2,2,2,0,0,0,4,3,130
AC,2,2,5,0,4,3,1,2,5,2,1,2,2,2,2,2,2,0,0,0,4,3,350
AC,2,6,1,0,4,3,1,2,3,2,1,2,2,2,2,2,2,0,0,0,4,3,800
AC,2,3,1,0,2,1,1,2,3,2,1,2,2,2,2,2,2,0,0,0,2,3,300
AC,2,5,1,0,8,4,4,2,3,2,1,2,2,2,2,2,2,0,1,0,8,3,931
AC,2,4,1,0,3,1,2,2,5,2,1,1,2,2,2,2,2,0,0,0,3,3,1700
AC,2,4,1,0,9,3,6,2,4,2,2,2,2,2,2,2,2,0,0,0,9,3,250
AC,2,5,1,0,10,4,6,2,3,2,1,2,2,2,2,2,2,0,0,0,10,3,500
AC,2,4,1,0,4,3,1,2,3,2,1,2,2,2,2,2,2,0,1,0,4,3,250
AC,2,3,1,0,4,2,2,2,3,2,2,2,2,2,2,2,2,0,0,0,4,3,500
AC,2,2,4,0,4,1,3,2,3,2,1,2,2,2,2,2,2,0,0,0,4,1,200
AC,2,2,4,1,1,1,0,2,3,2,2,2,2,2,2,2,2,0,0,0,1,1,240
AC,2,4,5,0,3,1,2,2,3,1,1,2,2,2,2,2,2,0,0,0,3,1,500
AC,2,3,5,0,3,2,1,2,3,2,2,2,2,2,2,2,2,0,0,0,3,3,290
AC,2,4,1,0,4,2,2,2,3,1,1,1,1,1,1,1,1,0,0,0,4,3,480
AC,2,3,1,0,2,1,1,2,5,2,2,2,2,2,2,2,2,0,0,0,2,3,225
AC,2,6,1,1,6,4,2,2,3,2,1,2,2,2,2,2,2,0,0,0,6,3,2025
AC,2,2,1,0,2,1,1,2,3,2,1,2,2,2,2,2,2,0,0,0,2,3,1000
AC,2,2,1,0,3,2,1,2,3,2,2,2,2,2,2,2,2,0,0,0,3,3,160
AC,2,2,1,0,3,2,1,2,3,2,2,2,2,2,2,2,2,0,0,0,3,3,157
AC,2,3,1,0,2,1,1,2,3,1,1,1,2,2,2,2,2,0,0,0,2,3,2000
AC,2,5,1,0,3,3,0,2,5,2,1,2,2,2,2,2,2,0,0,0,3,3,157
AC,2,6,1,0,3,2,1,2,3,1,1,1,2,2,2,2,2,2,1,0,3,3,1202
AC,2,5,1,1,5,2,3,2,4,1,1,2,2,2,2,2,2,1,0,0,5,3,3658
AC,2,7,1,0,7,4,3,2,3,2,1,2,2,2,2,2,2,0,0,0,7,3,461
AC,2,4,1,0,6,4,2,2,3,2,2,2,2,2,2,2,2,0,0,0,6,3,2920
AC,2,2,1,0,3,2,1,2,3,2,2,2,2,2,2,2,2,0,0,0,3,3,520
AC,2,1,1,0,1,1,0,2,3,2,2,2,2,2,2,2,2,0,0,0,1,3,200
AC,2,4,1,0,3,1,2,2,3,2,1,2,2,2,2,2,2,0,0,0,3,3,200
AC,2,2,1,0,6,5,1,2,5,2,1,2,2,2,2,2,2,0,0,0,6,3,200
AC,2,2,1,0,4,3,1,2,5,2,1,2,2,2,2,2,2,0,0,0,4,3,150
AC,2,4,1,0,4,2,2,2,3,2,1,2,2,2,2,2,2,0,0,0,4,3,510
AC,2,4,1,0,8,4,4,2,3,2,1,2,2,2,2,2,2,0,0,0,8,3,4500
AC,2,4,1,0,4,1,3,2,3,2,2,2,2,2,2,2,2,0,0,0,4,3,3051
AC,2,4,1,0,3,0,3,2,3,2,1,2,2,2,2,2,2,0,0,0,3,3,80
AC,2,4,1,0,7,3,4,2,5,2,2,2,2,2,2,2,2,0,0,0,7,3,470
AC,2,3,1,0,5,3,2,2,3,2,2,2,2,2,2,2,2,0,0,0,5,3,500
AC,2,3,1,0,5,1,4,2,3,2,2,2,2,2,2,2,2,0,0,0,5,3,600
AC,2,2,1,0,4,2,2,2,3,2,2,2,2,2,2,2,2,0,0,0,4,3,170
AC,2,4,1,0,3,2,1,2,3,2,2,2,2,2,2,2,2,0,0,0,3,3,1050
AC,2,3,1,0,7,4,3,2,3,2,1,2,2,2,2,2,2,0,0,0,7,3,401
AC,2,4,1,0,6,5,1,2,5,2,1,2,2,2,2,2,2,1,0,0,6,3,510
AC,2,6,1,0,9,6,3,2,3,2,1,2,2,2,2,2,2,0,0,0,9,3,150
AC,2,4,1,0,5,1,4,2,3,2,2,2,2,2,2,2,2,0,0,0,5,3,300
AC,2,1,1,0,11,5,6,2,5,2,2,2,2,2,2,2,2,0,0,0,11,3,100
AC,2,2,5,0,2,1,1,2,3,2,1,2,2,2,2,2,2,0,0,0,2,3,150
AC,2,2,4,0,1,1,0,2,3,2,2,2,2,2,2,2,2,0,0,0,1,3,250
AC,2,4,1,0,3,2,1,2,5,2,1,2,2,2,2,2,2,0,0,0,3,3,500
AC,2,3,1,0,3,2,1,2,3,2,1,2,2,2,2,2,2,0,0,0,3,3,400
AC,2,2,1,0,3,2,1,2,5,2,2,2,2,2,2,2,2,0,0,0,3,3,150
AC,2,2,1,0,3,2,1,2,5,2,2,2,2,2,2,2,2,0,0,0,3,3,80
AC,2,4,1,1,2,1,1,2,5,1,1,1,2,2,2,2,2,1,1,0,2,3,200
AC,2,4,1,1,6,3,3,2,3,2,1,1,2,2,2,2,2,1,1,0,6,3,1000
AC,2,5,1,0,5,3,2,2,5,2,1,2,2,2,2,2,2,0,0,0,5,3,452
AC,2,4,1,0,6,2,4,2,3,2,1,2,2,2,2,2,2,0,0,0,6,3,500
AC,2,3,1,0,3,1,2,2,3,2,2,2,2,2,2,2,2,0,0,0,3,3,100
AC,2,1,1,0,1,1,0,2,3,2,2,2,2,2,2,2,2,0,0,0,1,3,230
AC,2,4,1,0,3,1,2,2,3,1,1,2,2,2,2,2,2,1,0,0,3,3,75
AC,2,2,4,0,3,2,1,2,3,2,2,2,2,2,2,2,2,0,0,0,3,3,151
AC,2,5,1,0,3,2,1,2,5,2,1,2,2,2,2,2,2,0,0,0,3,3,200
AC,2,4,1,0,7,6,1,2,3,2,2,2,2,2,2,2,2,0,0,0,7,3,125
AC,2,3,1,0,7,5,2,2,3,2,2,2,2,2,2,2,2,0,0,0,7,3,750
AC,2,3,1,0,6,5,1,2,3,2,1,2,2,2,2,2,2,0,0,0,6,3,801
AC,2,4,4,2,5,3,2,2,3,1,1,1,2,2,2,2,2,1,0,0,5,1,522
AC,2,4,1,0,6,3,3,2,5,2,2,2,2,2,2,2,2,0,0,0,6,1,326
AC,2,2,1,0,1,1,0,2,3,2,2,2,2,2,2,2,2,0,0,0,1,1,350
