sigla_uf,situacao_domicilio,comodos,condicao_domicilio,banheiros,moradores,homens,mulheres,agua,coleta_lixo,iluminacao,radio,geladeira,videocassete,maquina_lavar,microondas,telefone,computador,televisores,automoveis,ar_condicionado,iluminacao_publica,pavimentacao,rendimento
MG,1,8,1,1,5,2,3,1,1,1,1,1,1,1,1,2,2,3,0,0,5,1,600
RJ,1,11,1,3,1,0,1,1,1,1,1,1,1,1,2,1,2,3,0,1,1,1,750
MA,1,6,1,0,5,2,3,1,3,1,1,1,2,2,2,2,2,1,0,0,5,3,65
BA,1,6,3,1,8,4,4,1,5,1,1,1,2,2,2,2,2,1,0,0,8,1,290
MG,1,4,3,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,3,2,700
SP,1,5,1,1,4,2,2,2,2,1,1,1,2,1,2,1,2,2,2,0,4,3,1951
RJ,1,7,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,0,2,1,902
RJ,1,3,3,1,3,1,2,1,1,1,1,1,2,1,2,2,2,2,0,1,3,1,600
SP,1,4,3,1,5,1,4,1,1,1,1,1,2,1,2,1,2,1,2,0,5,1,450
BA,1,13,1,2,3,1,2,1,2,1,1,1,2,2,2,1,2,2,0,0,3,1,918
GO,2,4,4,1,5,1,4,2,3,1,1,1,2,2,2,2,2,1,0,0,5,3,260
SP,1,6,1,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,0,0,1,1,800
RS,2,4,1,0,2,1,1,2,3,1,1,1,2,1,2,2,2,1,1,0,2,1,385
PE,1,6,3,0,3,2,1,3,2,1,2,2,2,2,2,2,2,1,0,0,3,,151
GO,1,5,1,1,1,0,1,1,3,1,1,1,2,2,2,1,2,1,0,0,1,1,151
MG,2,6,4,1,2,1,1,2,5,1,1,1,2,2,2,2,2,1,0,0,2,3,230
RS,1,1,1,0,1,1,0,1,1,2,1,2,2,2,2,2,2,0,0,0,1,3,160
RS,1,5,3,1,2,0,2,1,1,1,1,1,1,1,2,1,2,2,1,0,2,1,220
MG,1,7,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,2,0,0,3,1,453
BA,1,4,3,1,4,2,2,1,1,2,1,2,2,2,2,2,2,0,0,0,4,1,180
MT,1,6,1,2,4,2,2,1,1,1,1,1,2,1,2,1,2,1,0,0,4,9,1000
PE,1,8,1,1,5,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,5,,4000
BA,2,5,1,0,5,3,2,1,3,2,1,2,2,2,2,2,2,1,0,0,5,3,151
PI,2,7,1,1,6,3,3,1,3,2,2,2,2,2,2,2,2,0,0,0,6,3,348
RJ,1,6,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0,3,1,1250
CE,1,4,3,1,6,3,3,1,1,1,1,1,2,2,2,2,2,1,1,0,6,2,300
RS,1,9,1,2,5,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,5,1,1800
PE,2,3,1,1,3,1,2,3,5,1,1,1,2,2,2,2,2,1,0,0,3,,604
PB,1,6,1,1,3,2,1,1,1,1,1,2,2,2,2,2,2,1,0,0,3,1,150
GO,1,4,3,1,4,2,2,1,1,1,1,1,2,2,2,2,2,0,1,0,4,2,1250
BA,1,5,1,1,5,2,3,1,2,1,1,1,2,2,2,2,2,1,0,0,5,3,613
RS,1,3,1,1,3,2,1,2,1,1,1,1,2,1,2,2,2,1,1,0,3,3,230
SP,1,4,6,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,0,0,2,1,675
PB,2,5,1,0,3,2,1,3,3,1,1,2,2,2,2,2,2,1,0,0,3,3,40
PA,2,4,1,0,7,4,3,2,5,2,2,2,2,2,2,2,2,1,0,0,7,9,1101
BA,1,7,1,1,7,2,5,1,1,1,1,1,2,2,2,2,2,1,0,0,7,1,1130
GO,1,8,1,2,2,0,2,1,1,1,1,1,1,2,2,1,2,2,0,0,2,1,652
DF,1,3,4,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,1,151
SC,1,7,1,2,3,1,2,1,2,1,1,1,1,2,2,1,2,3,1,0,3,,1270
SP,1,3,2,1,4,2,2,1,1,1,1,1,2,2,2,2,2,1,0,0,4,3,600
MG,1,5,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,0,2,1,302
PR,1,4,1,2,3,2,1,1,2,1,1,1,1,1,1,1,2,3,1,0,3,1,350
MG,1,5,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,2,1,350
PA,1,6,1,1,6,4,2,1,1,1,1,1,2,2,2,2,2,1,0,0,6,1,1300
RS,2,8,1,1,5,3,2,2,3,1,1,1,2,1,2,2,2,1,0,0,5,3,8302
MG,2,7,1,1,2,0,2,1,1,1,1,2,2,2,2,2,2,0,0,0,2,3,151
GO,1,5,1,1,3,2,1,2,7,1,1,1,2,2,2,2,2,1,0,0,3,3,540
RJ,1,9,3,2,3,1,2,1,1,1,1,1,2,2,2,1,2,2,0,0,3,1,700
DF,1,7,3,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,600
RS,1,5,1,1,1,0,1,1,1,1,1,2,1,1,2,1,2,2,1,0,1,1,500
MG,2,6,1,1,6,2,4,2,5,1,1,1,2,2,2,2,2,1,0,0,6,3,440
PE,1,6,3,2,5,1,4,1,1,1,1,1,2,2,2,2,2,1,0,0,5,,300
SP,1,4,5,1,3,2,1,1,1,1,1,1,2,2,2,2,2,0,0,0,3,3,485
SP,1,4,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,3,1,500
PB,1,5,1,0,6,3,3,1,1,1,1,2,2,2,2,2,2,1,0,0,6,3,151
RS,1,2,1,1,6,3,3,1,1,1,2,1,2,1,2,2,2,0,0,0,6,2,400
SP,1,7,1,2,5,3,2,1,1,1,1,1,1,1,1,1,2,2,2,0,5,1,1469
SP,1,9,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,0,3,1,3000
MS,1,1,1,0,2,1,1,1,1,1,2,2,2,2,2,2,2,1,0,0,2,3,240
RJ,1,3,2,1,3,0,3,1,1,1,1,1,2,2,2,2,2,0,0,0,3,1,502
AC,1,3,1,0,1,1,0,2,1,1,1,1,2,2,2,1,2,0,0,0,1,3,850
MT,1,12,1,3,4,2,2,2,1,1,1,1,2,1,1,1,1,3,1,3,4,1,1500
PE,1,5,1,1,3,0,3,1,1,1,1,1,2,2,2,2,2,1,0,0,3,,400
AC,1,5,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,0,0,2,1,351
RS,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,2,1,2890
BA,2,6,1,0,7,4,3,2,3,2,1,2,2,2,2,2,2,0,0,0,7,3,151
RS,1,4,1,0,4,2,2,2,2,1,1,1,2,2,2,2,2,1,0,0,4,3,601
SP,1,5,3,2,1,1,0,1,1,1,1,1,2,2,1,1,1,1,1,0,1,1,4700
BA,1,7,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,2540
MG,1,6,1,1,4,3,1,1,1,1,1,1,2,2,2,2,2,1,0,0,4,1,220
RJ,1,5,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,0,1,2,1,700
PA,2,3,1,0,8,5,3,1,3,1,1,2,2,2,2,2,2,1,0,0,8,2,800
PE,1,12,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,,2376
MG,1,7,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,0,3,1,600
MG,1,6,1,1,5,3,2,1,1,1,1,2,2,2,2,2,2,1,0,0,5,1,250
PA,1,1,1,0,3,2,1,1,5,1,1,2,2,2,2,2,2,1,0,0,3,3,150
CE,1,6,3,2,2,0,2,1,1,1,1,1,2,2,2,2,2,2,0,0,2,1,360
RS,2,4,5,1,5,3,2,2,5,1,1,1,2,2,2,2,2,0,0,0,5,3,384
MS,1,2,2,0,5,3,2,2,1,1,1,1,2,2,2,2,2,2,0,0,5,3,150
DF,1,5,1,1,5,2,3,1,1,1,1,1,2,2,2,1,2,1,1,0,5,3,890
MG,1,7,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,2,2,0,3,1,1550
GO,2,14,4,1,3,1,2,2,3,1,2,2,2,2,2,2,2,1,1,0,3,3,268
SP,2,7,6,1,4,1,3,2,2,1,1,1,2,2,2,2,2,1,0,0,4,3,371
DF,1,8,1,2,4,1,3,1,1,1,1,1,1,1,1,1,2,3,1,0,4,1,2700
MG,1,6,1,1,4,1,3,1,3,1,1,1,1,2,2,1,2,1,1,0,4,3,800
RN,1,8,3,3,7,0,7,1,2,1,1,1,2,1,2,1,2,1,0,0,7,1,1450
PR,1,4,2,1,4,0,4,1,1,1,2,1,2,2,2,2,2,1,0,0,4,3,60
SP,2,7,4,1,4,3,1,2,5,1,1,1,1,2,2,2,2,1,1,0,4,2,510
BA,1,4,1,1,4,3,1,1,2,1,2,1,2,2,2,1,2,1,0,0,4,2,211
BA,1,5,1,1,3,1,2,1,1,1,1,1,1,2,2,2,2,1,0,0,3,3,1000
PI,1,4,1,0,1,1,0,1,6,1,2,2,2,2,2,2,2,0,0,0,1,1,100
BA,2,7,1,1,3,2,1,1,5,1,1,2,2,2,2,2,2,0,0,0,3,3,548
SP,1,6,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,0,0,2,1,341
RS,1,6,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,0,2,1,520
SP,1,4,3,1,8,3,5,1,1,1,1,1,2,2,2,2,2,1,0,0,8,3,815
RS,1,6,1,1,6,3,3,1,1,1,1,1,2,2,2,2,2,1,0,0,6,3,301
SP,1,3,3,1,3,2,1,1,1,1,1,1,1,2,2,2,2,1,0,0,3,1,300
MG,1,6,1,1,8,2,6,1,1,1,1,1,2,2,2,2,2,1,0,0,8,1,1004
PR,1,6,3,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,0,2,1,2300
PE,2,5,4,0,8,3,5,2,7,1,1,1,2,2,2,2,2,1,0,0,8,,460
PR,1,9,1,2,4,3,1,1,1,1,1,1,1,1,2,1,1,4,1,0,4,1,3455
MG,1,5,5,1,3,1,2,2,3,1,1,1,2,2,2,2,2,1,0,0,3,2,453
MG,1,5,3,1,6,4,2,1,1,1,1,1,2,1,2,1,2,1,0,0,6,1,208
CE,2,7,1,0,4,2,2,2,5,1,1,2,2,2,2,2,2,1,1,0,4,3,500
RJ,1,4,4,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,2,1,525
RJ,1,5,1,1,3,1,2,2,1,1,1,1,1,1,2,2,2,1,0,0,3,3,120
MA,2,5,6,0,6,3,3,3,7,2,2,2,2,2,2,2,2,0,0,0,6,3,30
BA,1,12,1,2,4,3,1,1,1,1,1,1,1,1,1,1,2,3,2,2,4,1,5300
SP,1,6,3,1,5,2,3,1,1,1,2,2,2,2,2,1,2,0,0,0,5,1,1082
PB,1,8,1,1,1,0,1,3,1,1,1,1,2,2,2,2,2,0,0,0,1,3,302
SP,1,5,5,1,4,1,3,1,1,1,1,1,1,1,2,1,2,1,1,0,4,1,700
RS,1,20,1,3,4,3,1,1,1,1,1,1,1,1,1,1,1,5,2,3,4,1,1500
MG,1,4,3,1,4,2,2,1,1,1,1,1,2,2,2,1,2,2,0,0,4,1,270
SP,1,6,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,1,0,3,1,450
MS,1,6,3,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,1,0,1,1,3000
SP,1,10,1,4,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,0,3,1,6000
SP,1,3,5,1,3,2,1,1,1,1,1,1,1,2,2,2,2,2,0,1,3,1,1200
SP,1,15,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,8,1,0,2,1,3000
PB,2,3,1,0,4,2,2,3,3,2,1,2,2,2,2,2,2,0,0,0,4,3,80
SE,1,6,1,1,8,6,2,1,1,1,1,1,2,2,2,2,2,2,0,0,8,2,551
PE,1,5,1,1,4,3,1,1,1,1,1,1,2,2,2,2,2,0,0,0,4,,611
SC,1,8,3,2,4,3,1,1,1,1,1,1,1,1,1,1,2,4,1,0,4,,290
RJ,1,4,1,1,4,1,3,1,1,1,1,1,2,2,2,2,2,2,0,0,4,3,450
CE,2,5,1,0,8,3,5,1,5,1,1,2,2,2,2,2,2,1,0,0,8,1,92
BA,2,8,1,0,8,4,4,1,3,1,2,2,2,2,2,2,2,0,0,0,8,2,125
GO,2,3,2,1,3,0,3,2,1,1,1,1,2,2,2,2,2,1,0,0,3,3,471
PR,1,12,1,3,2,1,1,1,1,1,1,1,1,2,1,1,2,3,1,0,2,1,6000
CE,1,3,1,1,2,1,1,1,5,1,1,1,2,2,2,2,2,1,0,0,2,2,302
MG,1,9,3,2,3,2,1,1,1,1,1,1,1,1,2,1,1,3,1,0,3,3,7612
BA,1,6,1,0,3,2,1,2,3,2,1,2,2,2,2,2,2,0,0,0,3,3,45
MG,1,7,1,2,3,1,2,1,1,1,1,1,2,1,2,1,2,2,0,0,3,3,367
PI,2,4,4,0,5,2,3,2,3,1,1,2,2,2,2,2,2,1,0,0,5,2,180
RJ,2,4,1,1,2,1,1,2,3,1,1,1,1,2,2,2,2,1,0,0,2,3,420
RJ,1,3,1,1,3,1,2,1,1,1,1,1,1,2,2,2,2,1,0,0,3,1,400
PR,1,9,1,2,3,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,3,1,3950
PE,1,2,3,1,1,1,0,1,1,1,1,2,2,2,2,2,2,0,0,0,1,,350
BA,2,5,1,1,4,2,2,1,1,1,1,1,2,2,2,2,2,0,0,0,4,1,341
SP,1,12,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,3,2,0,3,1,11000
SP,1,8,5,2,4,2,2,1,1,1,1,1,1,2,2,2,1,2,1,0,4,1,541
GO,1,6,3,1,7,3,4,1,1,1,1,1,2,2,2,1,2,1,0,0,7,1,1110
SP,1,8,1,3,2,1,1,1,1,1,1,1,2,1,1,1,2,3,2,0,2,3,1900
SP,1,6,1,2,6,1,5,1,1,1,1,1,2,1,2,1,2,2,1,0,6,1,1072
SC,2,5,1,1,4,3,1,2,3,1,1,1,2,1,2,2,2,1,1,0,4,,600
MS,2,5,4,1,3,2,1,2,3,1,1,1,1,2,2,2,2,1,1,0,3,3,460
SP,1,6,1,1,1,0,1,1,1,1,1,1,2,1,2,2,2,1,0,0,1,1,351
AL,1,6,1,1,4,1,3,2,1,1,1,1,1,1,2,1,2,2,0,0,4,3,670
SP,1,6,3,1,3,1,2,1,1,1,1,1,1,1,2,1,1,2,1,0,3,1,1134
RJ,1,4,3,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,805
MG,1,6,1,1,8,6,2,1,1,1,1,1,1,2,2,2,2,2,0,0,8,3,1042
SP,1,6,1,1,2,0,2,1,1,1,1,1,1,1,2,1,2,2,0,0,2,1,1180
SP,1,5,1,1,4,2,2,1,1,1,1,1,2,2,2,1,2,1,0,1,4,3,860
PR,1,9,4,2,4,3,1,1,1,1,1,1,1,1,1,1,1,2,1,0,4,1,3500
RJ,1,2,3,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,0,0,2,3,279
MA,1,3,3,0,7,4,3,1,1,1,2,2,2,2,2,2,2,1,0,0,7,1,160
BA,1,5,1,1,6,4,2,1,1,1,2,1,2,1,2,1,2,1,0,0,6,1,1196
TO,2,3,4,0,5,3,2,2,3,2,1,2,2,2,2,2,2,0,0,0,5,3,170
MG,2,5,1,1,2,1,1,2,5,1,1,1,2,2,2,2,2,1,0,0,2,3,100
SP,1,6,1,1,5,1,4,1,1,1,1,1,1,1,1,1,1,3,2,0,5,1,5200
PR,2,6,1,1,3,2,1,2,3,1,1,1,2,2,2,2,2,1,1,0,3,1,453
PE,1,4,5,1,5,4,1,1,5,2,2,2,2,2,2,2,2,0,0,0,5,,100
SP,1,5,2,1,4,2,2,1,1,1,1,1,1,1,1,1,1,2,2,0,4,1,4160
SC,1,4,1,0,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,,500
ES,1,4,3,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,0,0,1,1,302
MT,1,8,1,2,4,2,2,2,3,1,1,1,1,2,1,1,2,2,0,1,4,3,2500
SP,1,3,5,1,4,1,3,1,1,1,1,1,2,2,2,2,2,1,0,0,4,1,220
PR,2,5,1,1,1,1,0,2,4,1,1,2,2,2,2,2,2,0,0,0,1,3,300
SP,1,15,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,4380
SP,1,7,1,1,5,2,3,1,1,1,1,1,1,2,2,2,2,2,1,0,5,2,722
SE,1,4,1,2,5,1,4,1,1,1,2,1,1,1,2,2,2,1,0,0,5,1,702
RJ,1,6,1,1,4,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1300
RJ,1,4,3,1,3,1,2,1,1,1,1,1,1,2,2,2,2,1,0,1,3,1,900
MG,1,4,1,1,3,2,1,1,1,1,1,1,1,2,2,2,2,1,0,0,3,1,280
SP,1,6,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,0,0,2,1,652
PB,1,7,3,1,5,3,2,1,1,1,1,2,1,2,2,2,2,1,0,0,5,1,425
SP,1,5,3,1,2,0,2,1,1,1,1,1,2,2,2,1,2,1,0,0,2,1,500
PR,2,12,4,2,5,3,2,2,3,1,1,1,1,2,2,1,2,1,0,2,5,3,745
CE,1,5,3,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,251
MG,1,3,3,1,3,1,2,1,1,1,1,1,1,2,2,2,2,1,0,0,3,1,250
SP,1,10,1,1,4,2,2,1,1,1,1,1,1,2,2,1,2,2,1,0,4,1,980
RJ,1,4,1,1,4,3,1,1,1,1,1,1,1,1,2,1,2,1,0,0,4,1,2000
PE,1,5,1,1,4,2,2,1,1,1,1,1,1,2,2,2,2,1,0,0,4,,200
BA,1,9,1,2,3,2,1,1,2,1,1,1,2,2,2,2,2,2,0,0,3,2,303
SP,1,4,6,1,6,3,3,1,1,1,1,1,2,2,2,2,2,1,0,0,6,1,200
MG,1,7,1,1,4,2,2,1,1,1,1,1,2,1,2,1,2,1,0,0,4,1,197
RJ,1,6,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,0,2,1,800
MS,1,6,5,1,3,0,3,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,300
SP,1,6,1,2,4,1,3,1,1,1,1,1,1,1,2,1,1,1,0,0,4,1,700
PE,1,4,1,0,2,1,1,1,5,1,1,1,2,2,2,2,2,1,0,0,2,,191
BA,1,7,3,1,4,2,2,1,5,1,2,2,2,2,2,2,2,1,0,0,4,3,180
SC,2,5,1,1,4,2,2,1,1,1,1,1,2,1,2,2,2,1,0,0,4,,151
SC,1,7,1,1,3,2,1,1,1,1,1,1,2,1,2,2,2,1,0,0,3,,800
SP,1,3,5,1,3,0,3,1,1,1,1,1,1,2,2,2,2,1,0,0,3,1,350
MA,1,6,1,0,5,3,2,1,5,1,2,1,2,2,2,2,2,1,0,0,5,1,453
SC,1,5,1,1,4,1,3,1,1,1,2,1,2,2,2,2,2,0,0,0,4,,250
AM,2,1,1,0,11,5,6,3,5,1,1,1,1,1,1,1,1,0,0,0,11,3,75
SP,1,3,1,1,3,1,2,1,1,1,1,1,1,2,2,1,2,1,1,0,3,1,900
PA,2,3,1,0,10,7,3,2,3,2,1,2,2,2,2,2,2,0,0,0,10,3,271
RS,1,4,3,1,3,2,1,1,1,1,1,1,2,1,2,2,2,1,1,0,3,3,450
RJ,1,7,2,2,6,5,1,1,1,1,1,1,2,1,2,2,2,1,0,0,6,1,660
RS,1,6,2,1,3,1,2,1,1,1,1,1,2,1,2,2,2,1,0,0,3,2,760
MG,1,8,1,1,5,2,3,1,1,1,1,1,1,2,2,1,2,2,1,0,5,1,1551
SP,1,6,1,2,2,0,2,1,1,1,1,1,1,1,1,1,2,2,1,0,2,1,2350
RJ,1,5,1,1,4,1,3,1,1,1,1,1,1,2,2,1,2,1,0,2,4,1,600
PE,1,5,3,0,5,2,3,1,1,1,2,2,2,2,2,2,2,1,0,0,5,,240
GO,1,5,1,1,4,3,1,1,1,1,1,1,2,2,2,1,2,1,0,0,4,1,361
SP,1,6,3,1,5,3,2,1,1,1,1,1,2,2,2,2,2,0,0,0,5,1,564
SP,1,3,3,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,0,0,1,1,350
SP,2,7,1,1,3,2,1,2,5,1,1,1,1,2,2,1,2,2,2,0,3,3,1940
SC,1,7,1,2,6,2,4,1,1,1,1,1,1,1,1,1,2,2,1,0,6,,1748
PA,1,5,1,1,4,2,2,1,1,1,1,1,1,1,2,1,2,2,0,1,4,3,2000
PE,1,5,1,1,3,1,2,1,1,1,1,1,1,2,2,2,2,2,0,0,3,,200
SP,1,2,3,0,2,0,2,1,1,1,1,1,1,2,2,1,2,1,0,0,2,1,391
GO,1,5,2,1,4,1,3,1,1,1,1,1,1,2,2,1,2,1,1,0,4,3,800
CE,2,4,1,0,5,4,1,3,5,1,1,1,2,2,2,2,2,0,0,0,5,3,100
RS,1,5,1,1,5,2,3,1,1,1,1,1,2,2,2,2,2,1,0,0,5,3,225
MG,1,7,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,1,0,3,1,302
PR,1,6,1,1,4,3,1,1,1,1,1,1,2,2,2,1,2,1,0,0,4,3,980
SC,1,2,5,0,5,1,4,1,1,1,1,2,2,2,2,2,2,1,0,0,5,,151
PE,1,6,1,2,4,2,2,1,1,1,1,1,1,1,2,1,2,2,0,0,4,,450
RN,1,4,1,1,4,3,1,1,1,1,2,1,2,1,2,2,2,1,0,0,4,9,302
AM,2,3,1,0,9,4,5,2,5,1,2,2,2,2,2,2,2,0,0,0,9,3,2450
AC,1,5,1,1,3,2,1,1,1,1,1,1,2,2,2,1,2,1,0,1,3,3,711
MG,1,5,1,1,6,3,3,1,1,1,1,1,2,2,2,2,2,1,0,0,6,3,400
AL,1,5,2,1,3,1,2,1,1,1,1,1,1,2,2,1,2,1,1,0,3,1,870
MG,1,5,1,1,5,3,2,1,1,1,1,2,2,2,2,2,2,1,0,0,5,1,151
RS,1,5,1,1,5,4,1,1,1,1,1,1,2,1,2,1,2,2,1,0,5,1,995
PE,1,4,1,0,5,2,3,1,2,1,1,1,2,2,2,2,2,1,0,0,5,,119
SP,1,5,3,1,4,2,2,1,1,1,1,1,1,2,2,1,2,1,0,0,4,1,1000
CE,1,8,1,1,16,6,10,1,1,1,2,2,2,1,2,1,2,1,0,0,16,1,482
MG,2,7,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,0,0,2,3,217
RS,1,16,1,8,7,4,3,1,1,1,1,1,1,1,1,1,1,4,3,4,7,1,11000
SP,1,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,0,0,2,3,802
SC,1,4,4,1,2,0,2,2,1,1,1,1,2,1,2,2,2,1,0,0,2,,450
MG,1,5,1,1,1,1,0,1,1,1,1,2,2,2,2,2,2,1,0,0,1,1,400
SP,1,2,5,1,3,1,2,1,1,1,1,2,2,2,2,2,2,0,0,0,3,3,680
MG,1,3,1,1,3,1,2,1,1,1,1,1,1,2,2,2,2,1,0,0,3,1,490
CE,1,8,4,1,6,2,4,1,1,1,1,1,2,2,2,1,2,1,0,0,6,1,1110
SC,1,9,1,2,3,1,2,1,1,1,1,1,1,1,2,1,2,2,1,0,3,,1450
GO,1,4,2,1,5,2,3,1,1,1,1,1,2,2,2,2,2,1,0,0,5,3,580
SP,1,4,1,1,4,3,1,1,1,1,1,1,2,1,1,1,2,1,3,0,4,1,1080
SP,1,3,1,1,4,2,2,1,1,1,1,1,2,2,2,1,2,1,0,0,4,1,530
SP,1,2,1,1,3,0,3,1,1,1,1,1,2,2,2,1,2,1,0,0,3,3,650
PR,1,3,5,1,5,3,2,1,1,1,1,2,2,2,2,2,2,1,0,0,5,3,250
PR,1,4,2,1,2,2,0,1,1,1,1,1,2,2,2,2,2,1,0,0,2,1,250
SP,2,6,4,1,3,1,2,2,3,1,1,1,2,2,2,2,2,1,0,0,3,1,325
BA,1,9,1,1,7,2,5,1,1,1,1,1,1,2,2,1,2,2,0,0,7,1,1221
PE,1,5,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,2,,302
PE,1,4,1,1,3,0,3,1,1,1,1,1,2,2,2,2,2,1,0,0,3,,371
GO,1,5,1,1,3,2,1,2,1,1,1,1,2,2,2,2,2,1,1,0,3,3,500
SP,1,5,2,1,6,4,2,1,1,1,1,1,2,2,2,1,2,1,2,0,6,1,1180
SP,1,4,3,1,5,2,3,1,1,1,1,1,1,2,2,1,1,2,0,0,5,1,893
RJ,1,6,1,1,4,1,3,1,1,1,1,1,2,2,2,2,2,1,0,0,4,1,700
PI,2,6,5,1,8,3,5,1,5,1,1,1,2,2,2,2,2,1,0,0,8,3,176
RJ,1,5,2,1,1,1,0,1,1,1,2,2,2,2,2,2,2,0,0,0,1,1,250
SC,2,6,1,1,3,1,2,2,3,1,1,1,1,2,2,2,2,2,0,0,3,,200
BA,1,1,1,0,3,2,1,1,2,1,2,1,2,2,2,2,2,1,0,0,3,2,400
PB,2,2,5,0,4,1,3,2,3,1,1,2,2,2,2,2,2,0,0,0,4,3,251
SP,1,4,3,1,6,3,3,1,1,1,2,2,2,2,2,2,2,1,0,0,6,3,350
BA,1,3,3,1,1,1,0,1,1,1,2,1,2,2,2,2,2,1,0,0,1,2,480
ES,1,3,1,1,3,1,2,1,1,1,1,1,1,2,2,1,2,1,1,0,3,1,480
SP,1,6,2,1,1,1,0,1,1,1,1,1,2,2,2,2,2,0,1,0,1,3,950
MG,2,9,1,1,4,3,1,2,3,1,1,1,2,2,2,2,2,1,0,0,4,3,151
GO,1,5,1,1,3,2,1,1,1,1,1,1,1,2,2,2,2,1,0,0,3,1,650
MG,1,8,1,2,3,1,2,1,1,1,1,1,1,2,1,2,2,2,1,0,3,1,1500
PR,1,6,1,2,1,0,1,1,3,1,1,1,1,2,1,1,2,1,2,0,1,1,20000
MG,2,7,1,1,5,2,3,2,5,1,1,1,2,2,2,2,2,1,1,0,5,9,730
MG,1,7,1,3,3,1,2,1,1,1,1,1,1,1,1,1,2,3,2,0,3,1,4700
SC,1,6,2,1,3,1,2,1,1,1,1,1,2,2,2,1,2,2,0,0,3,,1633
SP,1,8,3,3,4,1,3,1,1,1,1,1,1,1,1,1,2,2,2,0,4,3,3800
MT,1,7,1,2,4,2,2,1,1,1,1,1,1,2,2,1,2,2,1,0,4,1,1000
CE,1,4,5,1,4,2,2,1,2,1,1,1,2,2,2,2,2,1,1,0,4,1,302
RS,1,7,3,1,3,1,2,1,1,1,1,1,1,1,2,2,2,1,0,0,3,1,751
PI,2,6,1,0,8,4,4,3,5,2,1,2,2,2,2,2,2,0,0,0,8,3,276
SP,1,5,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,0,3,9,7000
PA,1,4,1,0,6,2,4,3,1,2,2,2,2,2,2,2,2,0,0,0,6,1,45
CE,1,5,1,1,3,1,2,1,1,1,1,1,2,2,2,1,2,1,0,0,3,3,750
PR,1,8,1,1,5,3,2,1,1,1,1,1,2,2,2,2,2,1,1,0,5,3,495
SP,1,6,1,1,2,0,2,1,1,1,2,1,2,2,2,2,1,1,0,0,2,1,400
RN,2,4,1,0,3,2,1,3,5,1,1,2,2,2,2,2,2,1,0,0,3,3,151
PA,1,2,5,1,3,2,1,1,1,1,2,1,2,2,2,2,2,1,0,0,3,3,362
SP,1,4,4,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,0,0,2,3,700
