sigla_uf,situacao_domicilio,comodos,condicao_domicilio,banheiros,moradores,homens,mulheres,agua,coleta_lixo,iluminacao,radio,geladeira,videocassete,maquina_lavar,microondas,telefone,computador,televisores,automoveis,ar_condicionado,iluminacao_publica,pavimentacao,rendimento
PA,2,3,1,0,5,3,2,1,6,2,2,2,2,2,2,2,2,0,0,0,5,3,180
SP,1,3,3,1,1,1,0,1,1,1,1,1,1,2,2,1,2,1,1,0,1,3,3369
DF,2,5,5,1,3,2,1,1,1,1,1,1,2,2,2,1,2,1,0,0,3,2,453
DF,1,7,4,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,1,262
PB,1,6,5,1,4,1,3,1,1,1,1,1,2,2,2,2,2,1,0,0,4,1,302
RS,1,6,1,1,3,1,2,1,1,1,1,1,2,1,2,2,2,2,2,0,3,1,920
RJ,1,10,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,3,1,6400
SC,1,7,1,1,5,3,2,1,1,1,1,1,2,1,2,2,2,0,1,1,5,,650
RJ,1,7,1,1,6,2,4,1,1,1,1,1,1,1,1,1,1,2,0,2,6,1,2110
BA,2,4,1,1,3,2,1,1,5,1,1,1,2,1,2,2,2,1,0,0,3,3,100
CE,1,5,1,0,5,1,4,3,3,1,1,2,2,2,2,2,2,0,0,0,5,3,302
PR,1,12,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,4700
SP,2,3,5,1,5,2,3,2,3,1,1,1,2,2,2,2,2,1,0,0,5,9,246
PB,1,4,1,1,2,1,1,1,5,1,1,2,2,2,2,2,2,1,0,0,2,1,24
PB,1,3,1,1,3,1,2,1,1,1,1,2,2,2,2,2,2,1,0,0,3,1,206
SP,1,5,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,0,0,2,3,353
RS,2,5,1,1,3,1,2,2,3,1,1,1,2,2,2,2,2,1,0,0,3,3,302
SP,1,6,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,3,1,0,3,1,2000
GO,1,7,3,1,4,1,3,1,1,1,1,1,2,1,1,2,2,2,1,0,4,1,350
MA,2,3,1,0,14,7,7,2,7,2,2,2,2,2,2,2,2,0,0,0,14,3,321
SP,1,6,1,2,5,2,3,2,1,1,1,1,2,2,2,1,2,2,0,0,5,3,1002
BA,2,7,1,0,4,2,2,1,3,2,1,2,2,2,2,2,2,0,0,0,4,3,151
RN,1,4,1,1,2,2,0,1,1,1,1,2,2,2,2,2,2,1,0,0,2,1,302
MG,1,6,3,1,4,1,3,1,1,1,1,1,1,2,2,1,2,2,0,0,4,1,500
MG,2,4,4,0,6,4,2,2,5,2,1,2,2,2,2,2,2,0,0,0,6,3,100
SP,1,7,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,3,0,0,3,1,2900
SP,1,3,3,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,0,0,2,1,600
MS,1,13,1,3,4,2,2,1,1,1,1,1,1,1,1,1,2,3,1,3,4,1,6000
SC,2,7,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,2,0,0,3,,951
MG,1,7,1,1,5,3,2,1,1,1,1,1,2,2,2,2,2,1,0,0,5,1,610
GO,1,6,1,1,5,2,3,1,1,1,1,1,2,2,2,2,2,1,0,0,5,1,260
SP,1,7,2,1,5,3,2,1,1,1,1,1,2,2,2,2,2,1,0,0,5,1,815
MG,1,5,3,1,3,2,1,1,1,1,1,1,2,2,2,2,2,2,0,0,3,1,151
GO,2,12,4,3,4,2,2,2,5,1,1,1,1,1,1,1,1,1,1,0,4,9,1800
AC,1,10,1,3,3,1,2,1,1,1,1,1,1,1,1,2,2,3,1,2,3,1,2000
ES,2,5,4,0,4,3,1,2,5,1,1,1,2,2,2,2,2,1,0,0,4,3,120
TO,1,4,1,1,4,1,3,1,1,1,1,1,2,2,2,2,2,2,0,0,4,1,299
SP,2,6,1,1,4,3,1,2,7,1,1,1,2,2,2,2,2,1,1,0,4,3,2000
SC,1,5,1,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,0,0,1,,180
RJ,1,6,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,0,2,2,2,872
SP,2,5,1,1,2,1,1,2,3,1,1,1,2,2,2,2,2,1,0,0,2,3,302
MG,1,1,5,0,1,1,0,1,1,1,2,2,2,2,2,2,2,0,0,0,1,1,711
AM,2,3,1,0,1,1,0,3,3,2,1,2,2,2,2,2,2,0,0,0,1,3,200
RJ,1,5,5,1,5,3,2,1,1,1,1,1,2,1,1,1,2,2,1,0,5,1,350
MG,2,6,4,1,5,3,2,2,3,1,1,1,1,2,1,2,2,2,1,0,5,3,800
PR,2,,,,3,1,2,,,,,,,,,,,,,,3,3,120
RS,1,1,6,0,6,1,5,1,5,1,2,2,2,2,2,2,2,0,0,0,6,3,250
CE,1,3,1,0,8,4,4,1,2,1,2,2,2,2,2,2,2,1,0,0,8,3,151
MG,2,9,1,1,7,5,2,2,5,1,1,1,2,2,2,2,2,1,1,0,7,3,200
RJ,1,5,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,3,2,1,3,1,3170
MS,1,10,5,2,4,2,2,1,1,1,1,1,2,1,2,1,2,2,1,0,4,9,492
MG,1,7,1,1,1,0,1,1,1,1,1,1,2,1,2,1,2,1,1,0,1,1,200
SP,1,8,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,0,0,2,1,151
MG,1,6,1,1,4,2,2,1,1,1,1,1,2,1,2,1,2,1,0,0,4,1,599
RS,1,4,1,1,3,2,1,1,2,1,1,1,2,2,2,2,2,1,0,0,3,3,200
RS,1,7,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,2,3,515
RS,2,9,1,1,5,2,3,2,3,1,1,1,2,2,1,2,2,1,1,0,5,3,2100
AC,1,6,1,1,5,2,3,1,1,1,1,1,2,2,2,1,2,2,0,1,5,2,1493
SP,1,7,1,1,2,0,2,1,1,1,1,1,1,1,1,1,2,2,0,0,2,1,2500
SP,1,9,1,2,2,0,2,1,1,1,1,1,1,1,2,2,2,3,0,0,2,1,3700
AP,1,3,1,0,4,1,3,2,1,1,2,1,2,2,2,2,2,0,0,0,4,3,75
RJ,1,12,1,3,5,3,2,1,1,1,1,1,1,1,1,1,1,5,2,4,5,1,8950
MA,2,4,1,0,9,7,2,2,3,1,1,1,2,2,2,2,2,1,0,0,9,3,552
SC,2,3,1,1,3,2,1,2,3,1,1,1,2,2,2,2,2,1,1,0,3,,280
MG,1,6,2,1,4,1,3,1,1,1,1,1,1,1,2,2,2,2,0,0,4,1,979
ES,1,6,1,1,5,1,4,1,1,1,1,1,1,1,2,1,2,3,1,0,5,1,1450
CE,1,5,1,1,5,2,3,1,2,1,1,1,1,2,2,2,2,1,0,0,5,9,302
MG,1,8,1,1,3,2,1,1,1,1,1,1,1,2,2,2,2,1,0,0,3,1,552
PE,1,7,1,1,8,5,3,1,1,1,1,2,2,2,2,2,2,1,0,0,8,,150
RS,1,6,1,2,3,0,3,1,1,1,1,1,1,1,2,1,2,2,0,0,3,1,1236
SP,1,5,1,1,3,2,1,1,1,1,1,1,2,1,2,1,2,2,0,0,3,1,451
SP,1,7,1,2,6,3,3,1,1,1,1,1,1,1,2,1,2,2,0,0,6,1,800
MG,2,3,4,1,1,1,0,2,5,2,1,2,2,2,2,2,2,0,0,0,1,3,301
MT,1,5,3,1,5,4,1,1,1,1,1,2,2,2,2,2,2,1,0,0,5,1,230
RJ,1,9,1,2,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,6,2,1,550
PR,1,5,2,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,3,711
CE,1,1,5,0,7,4,3,3,1,1,1,2,2,2,2,2,2,1,0,0,7,1,151
SE,1,9,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,386
RN,1,7,1,0,4,1,3,1,3,1,1,1,2,2,2,2,2,1,0,0,4,1,201
SP,1,13,1,4,4,3,1,1,1,1,1,1,1,1,1,1,1,6,3,3,4,1,6000
SC,1,5,1,1,4,2,2,1,1,1,1,1,2,1,2,2,2,1,0,0,4,,470
CE,1,3,1,1,3,2,1,1,1,1,2,1,2,2,2,2,2,1,0,0,3,1,255
MG,2,7,1,0,6,4,2,2,3,2,1,2,2,2,2,2,2,0,0,0,6,3,453
RJ,1,6,1,1,3,2,1,1,1,1,1,1,2,1,2,2,2,2,1,0,3,1,414
MG,2,6,4,1,1,1,0,2,3,1,1,1,2,2,2,2,2,1,0,0,1,3,220
AL,1,4,1,1,5,3,2,1,1,1,1,1,2,2,2,2,2,1,0,0,5,3,300
GO,1,6,5,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,2,3,850
PI,1,15,1,4,5,1,4,1,1,1,1,1,1,2,2,1,1,3,1,2,5,1,1351
MG,1,5,5,1,4,3,1,1,1,1,1,1,2,2,2,2,2,1,0,0,4,1,380
PE,1,5,1,1,7,3,4,1,1,1,1,1,2,2,2,2,2,2,1,0,7,,680
BA,1,6,2,1,4,2,2,1,5,1,1,1,1,2,2,1,2,2,0,0,4,3,770
RS,1,6,1,1,3,1,2,3,4,1,1,1,2,1,2,2,2,1,1,0,3,1,650
PA,1,9,1,1,8,6,2,1,1,1,2,1,2,2,2,2,2,2,0,0,8,3,1073
MG,1,10,1,1,5,2,3,1,5,1,1,1,2,2,2,2,2,1,0,0,5,2,300
MA,2,5,1,0,3,1,2,2,5,2,1,2,2,2,2,2,2,0,0,0,3,3,550
PR,2,6,1,1,7,6,1,2,3,1,1,1,2,2,2,2,2,1,1,0,7,3,200
PE,2,9,1,1,2,2,0,3,3,1,1,1,2,2,2,2,2,1,0,0,2,,151
MA,2,4,1,0,2,1,1,1,3,1,1,2,2,2,2,2,2,0,0,0,2,3,302
SC,1,5,1,1,3,2,1,2,1,1,1,1,2,2,2,2,2,1,0,0,3,,2327
SP,2,6,1,1,6,3,3,2,3,1,1,1,2,2,2,2,2,1,0,0,6,3,650
ES,1,7,3,1,5,2,3,1,1,1,1,1,1,1,1,1,1,2,2,0,5,1,3100
PB,1,5,2,2,5,1,4,1,1,1,1,1,1,2,2,1,2,2,1,0,5,1,1300
RS,1,8,1,2,4,1,3,1,1,1,1,1,1,2,1,1,2,3,0,0,4,1,751
PR,1,6,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0,2,3,191
GO,1,11,1,1,4,3,1,1,3,1,1,1,2,2,2,2,2,1,0,0,4,1,1300
MG,1,5,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,2,1,0,3,1,500
PE,2,6,1,0,3,1,2,3,4,1,2,2,2,2,2,2,2,1,0,0,3,,151
SP,1,5,1,1,5,3,2,1,1,1,2,1,2,2,2,2,2,1,0,0,5,1,300
PE,1,6,1,0,7,4,3,3,1,1,1,2,2,2,2,2,2,1,0,0,7,,599
AM,1,2,1,0,8,5,3,1,3,1,2,1,2,2,2,2,2,1,0,0,8,3,302
PI,1,5,1,1,4,3,1,1,2,1,1,1,1,2,2,2,2,2,1,0,4,1,566
RS,1,6,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,0,2,1,306
MG,1,6,1,1,4,1,3,1,1,1,1,1,2,2,2,1,2,1,1,0,4,1,1202
MS,2,5,4,1,4,2,2,2,3,1,1,1,2,2,2,2,2,1,1,0,4,3,500
RJ,1,7,3,1,4,1,3,1,1,1,1,1,1,1,2,2,1,1,1,0,4,1,1300
SP,1,5,1,1,4,2,2,1,1,1,1,1,2,1,2,1,2,0,1,0,4,1,1605
SP,1,5,1,1,4,3,1,1,1,1,1,1,1,2,1,1,2,2,0,0,4,9,750
SP,1,4,2,1,5,1,4,1,1,1,1,1,2,2,2,1,2,1,0,0,5,1,550
RO,1,5,1,1,6,4,2,2,2,1,1,1,2,2,2,2,2,1,0,0,6,3,300
PA,1,4,1,1,5,1,4,1,1,1,1,1,1,2,2,1,2,2,0,0,5,3,480
PE,2,6,1,0,2,1,1,3,5,2,1,2,2,2,2,2,2,0,1,0,2,,120
SP,1,5,3,1,2,2,0,1,1,1,1,1,1,1,2,1,1,2,1,0,2,1,2120
MG,1,7,1,1,5,3,2,1,1,1,1,1,2,2,2,2,2,1,0,0,5,3,950
CE,1,5,3,0,3,2,1,3,5,1,1,1,2,2,2,2,2,1,0,0,3,3,350
BA,1,7,3,1,5,4,1,1,1,1,1,1,2,1,2,2,2,1,0,0,5,1,1101
RS,2,6,1,1,6,2,4,2,3,1,1,1,1,2,2,2,2,2,1,0,6,3,351
RS,1,7,2,2,3,1,2,1,1,1,1,1,1,2,1,1,2,2,0,0,3,2,1026
BA,1,3,1,0,1,1,0,1,5,1,1,1,2,2,2,2,2,1,0,0,1,3,300
BA,1,7,1,1,4,2,2,3,5,1,1,1,2,2,2,2,2,1,0,0,4,2,302
RS,1,6,1,1,3,1,2,1,1,1,1,1,1,1,1,2,2,2,0,0,3,1,800
SP,1,9,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,0,0,2,2,935
BA,1,4,1,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,551
RJ,1,7,1,1,5,4,1,1,1,1,1,1,2,2,1,1,2,3,1,0,5,1,1471
RS,1,3,1,1,1,0,1,1,1,1,1,1,2,2,2,2,2,1,0,0,1,1,151
PR,1,3,3,1,3,1,2,1,1,1,1,2,2,2,2,2,2,1,0,0,3,3,352
RJ,1,5,1,1,4,3,1,1,1,1,1,1,1,2,2,2,2,3,1,0,4,1,302
SP,1,7,1,2,3,1,2,1,1,1,1,1,1,1,2,1,2,4,1,1,3,1,4700
BA,1,5,1,1,3,1,2,1,1,1,1,1,1,1,2,1,2,1,0,0,3,1,540
MA,2,1,2,0,3,1,2,1,5,1,2,2,2,2,2,2,2,0,0,0,3,3,220
CE,1,6,3,0,2,0,2,1,1,1,2,1,2,2,2,2,2,1,0,0,2,1,151
RS,1,12,1,3,5,3,2,1,1,1,1,1,1,1,2,1,1,1,1,0,5,1,2700
PI,1,4,5,1,5,0,5,1,3,1,2,1,2,2,2,2,2,1,0,0,5,3,402
CE,1,6,2,2,2,1,1,3,1,1,1,1,2,2,2,1,2,1,1,0,2,3,2770
SP,1,5,1,1,3,1,2,1,1,1,1,1,2,1,2,2,2,1,0,0,3,1,355
MT,1,10,1,2,5,3,2,1,1,1,1,1,2,2,2,1,2,2,1,0,5,3,1492
SE,2,5,1,0,5,3,2,3,5,1,1,2,2,2,2,2,2,0,0,0,5,3,150
PR,1,3,4,1,5,2,3,1,1,1,1,1,1,1,2,2,2,1,0,0,5,1,720
RJ,1,4,1,1,5,3,2,1,1,1,1,1,2,1,2,1,2,2,1,0,5,1,485
RJ,1,4,5,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,0,0,2,1,151
PI,2,6,1,0,5,2,3,2,5,2,1,2,2,2,2,2,2,0,0,0,5,3,25
SP,1,4,3,1,4,3,1,1,1,1,2,1,2,1,2,1,1,0,0,0,4,1,300
AL,1,4,1,1,3,2,1,2,1,1,1,2,2,2,2,2,2,0,0,0,3,3,150
AP,1,9,1,1,6,3,3,2,1,1,1,1,2,1,2,1,2,2,0,0,6,3,231
SP,1,4,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,0,0,2,1,302
GO,1,11,5,3,2,1,1,1,1,1,1,1,1,1,2,1,2,1,0,0,2,1,719
SC,2,,,,3,2,1,,,,,,,,,,,,,,3,,500
RJ,1,6,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,3,0,1,2,1,1193
SP,1,6,1,1,4,1,3,1,1,1,1,1,1,2,2,2,2,2,0,0,4,1,400
SP,1,4,3,1,5,3,2,1,1,1,1,1,2,1,2,2,2,1,1,0,5,3,1500
PR,1,11,1,3,3,1,2,1,1,1,1,1,1,1,1,1,2,1,2,0,3,3,3441
SP,1,4,4,1,2,1,1,2,3,1,1,1,2,2,2,2,2,1,0,0,2,3,441
SP,1,3,4,1,1,1,0,2,1,1,1,1,2,2,2,2,2,1,0,0,1,3,200
PR,2,5,4,1,5,3,2,2,3,1,1,1,2,2,2,2,2,1,0,0,5,3,350
BA,1,6,1,1,3,2,1,1,5,1,1,1,2,2,2,2,2,2,0,0,3,1,702
RS,1,4,1,1,8,4,4,1,1,1,1,1,2,1,2,1,2,2,0,0,8,1,300
SP,1,5,3,1,4,1,3,1,1,1,1,1,1,1,1,1,2,1,1,0,4,1,1110
SC,1,5,1,1,4,2,2,2,1,1,1,1,2,2,2,2,2,1,0,0,4,,581
RJ,2,6,5,1,5,4,1,2,3,1,1,2,2,2,2,2,2,1,0,0,5,3,516
MG,1,6,1,1,5,3,2,1,1,1,1,1,1,2,2,1,1,2,2,0,5,1,2000
PR,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,0,2,3,920
SC,1,9,3,2,3,1,2,1,1,1,1,1,1,1,2,1,1,2,1,0,3,,2772
SP,1,6,1,1,4,3,1,1,1,1,1,1,1,1,1,1,2,2,0,0,4,1,1052
MG,2,9,1,1,2,0,2,1,3,1,1,1,2,2,2,2,2,2,0,0,2,3,151
CE,1,7,1,1,4,2,2,1,1,1,1,1,2,2,2,2,2,1,0,0,4,3,230
BA,1,4,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,3,302
RR,2,3,1,1,5,3,2,2,3,1,1,1,2,2,2,2,2,1,0,0,5,3,302
MG,1,8,1,2,6,1,5,1,1,1,1,1,2,2,2,2,2,2,0,0,6,1,502
RJ,1,10,1,3,4,3,1,1,1,1,1,1,1,1,1,1,2,3,1,2,4,1,2300
SP,1,7,3,2,5,4,1,1,1,1,1,1,2,1,2,1,2,2,2,0,5,1,2000
SC,1,7,1,1,7,3,4,1,1,1,1,1,1,1,1,1,2,4,2,1,7,,900
PA,1,6,5,1,4,1,3,1,1,1,1,1,1,1,2,2,2,2,0,0,4,3,1212
TO,2,9,1,1,4,2,2,2,3,1,1,1,2,2,2,2,2,1,0,0,4,3,607
RN,1,8,1,2,4,1,3,1,1,1,1,1,1,2,2,1,2,2,1,1,4,1,500
PB,1,7,1,1,4,3,1,1,2,1,1,1,1,2,2,2,2,1,0,0,4,1,776
RS,1,5,2,1,1,0,1,1,1,1,1,2,2,2,2,2,2,0,0,0,1,3,151
SC,1,7,1,1,3,2,1,2,1,1,1,1,1,1,2,1,2,2,0,1,3,,600
GO,1,4,2,1,3,2,1,2,2,1,1,1,2,2,2,1,2,1,1,0,3,1,673
PR,1,5,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,3,302
DF,1,6,3,1,4,2,2,1,1,1,1,1,2,2,2,2,2,2,0,0,4,1,851
AL,1,6,3,1,6,3,3,1,1,1,1,1,1,2,2,1,2,1,0,0,6,3,256
PI,2,3,1,0,1,0,1,1,7,2,2,2,2,2,2,2,2,0,0,0,1,3,250
SP,1,4,1,1,3,1,2,1,1,1,1,1,1,2,2,2,2,1,1,0,3,2,1993
PE,1,5,1,1,5,2,3,1,1,1,1,1,1,2,2,2,2,1,0,1,5,,600
SP,1,6,1,1,4,2,2,1,1,1,1,1,2,1,1,1,2,2,1,0,4,1,1350
PA,2,3,1,0,9,6,3,3,6,2,2,2,2,2,2,2,2,0,0,0,9,3,260
SP,1,5,1,1,1,0,1,1,1,1,1,1,2,2,2,2,2,1,0,0,1,1,201
RS,1,3,1,1,1,0,1,1,1,1,1,1,2,1,2,2,2,0,0,0,1,1,151
RJ,1,4,1,1,4,2,2,1,1,1,1,1,1,1,2,2,2,4,0,0,4,2,920
MG,1,5,1,1,5,2,3,1,1,1,1,1,2,2,2,2,2,1,0,0,5,2,1221
PB,2,6,1,0,15,7,8,3,3,1,1,1,2,2,2,2,2,1,0,0,15,3,279
PB,1,6,1,1,4,3,1,1,1,1,1,1,2,2,2,2,2,1,0,0,4,3,340
BA,1,5,1,1,1,0,1,1,2,1,1,1,2,2,2,2,2,1,0,0,1,2,151
PE,1,8,1,0,6,5,1,2,1,1,1,1,2,2,2,2,2,2,0,0,6,,326
MG,1,6,3,1,5,2,3,1,1,1,1,1,1,1,1,1,2,2,1,0,5,1,4440
SP,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1250
PE,2,8,1,1,7,5,2,3,7,1,1,1,1,2,2,2,2,1,0,0,7,,602
MG,1,8,1,2,3,0,3,1,1,2,1,2,2,2,2,2,2,0,0,0,3,1,453
PR,1,3,4,1,3,1,2,1,1,1,1,1,1,1,2,1,2,1,0,0,3,1,1750
MG,1,7,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,3,1,1090
RJ,1,3,5,1,5,4,1,1,2,1,1,1,1,1,1,1,2,4,3,0,5,1,760
SP,1,6,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,0,2,1,811
BA,1,6,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,0,1,2,2,3500
RJ,1,3,5,1,3,1,2,1,1,1,1,1,2,2,2,2,2,1,0,0,3,1,310
SP,1,5,1,1,5,2,3,1,1,1,1,1,2,2,2,1,2,2,1,0,5,2,602
SP,1,9,1,3,6,3,3,1,1,1,1,1,1,1,1,1,1,3,2,0,6,1,3952
MS,1,7,1,1,4,4,0,2,1,1,2,1,2,2,2,2,2,1,1,0,4,1,1850
MS,1,5,5,0,2,1,1,2,1,2,2,2,2,2,2,2,2,0,0,0,2,3,120
SC,1,6,2,1,5,2,3,1,1,1,1,1,1,1,1,1,2,1,0,0,5,,800
DF,1,6,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,0,0,1,1,620
BA,1,3,1,0,5,4,1,2,3,1,1,2,2,2,2,2,2,0,0,0,5,3,250
RS,2,4,1,1,4,2,2,2,3,1,1,1,1,2,2,2,2,1,1,0,4,3,900
SC,1,4,1,0,1,1,0,2,1,1,1,1,2,2,2,2,2,0,0,0,1,,151
CE,1,7,2,2,5,3,2,1,1,1,1,1,1,1,2,1,2,2,1,0,5,1,1000
SC,2,4,1,0,7,4,3,2,4,1,1,1,2,2,2,2,2,1,0,0,7,,1051
DF,1,8,1,2,4,2,2,1,1,1,1,1,1,1,2,1,2,2,1,0,4,1,5000
PR,2,6,1,1,1,1,0,1,2,1,1,1,2,2,2,2,2,1,0,0,1,3,300
SP,1,7,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0,3,1,945
SP,1,3,3,1,4,2,2,1,2,1,1,1,1,1,2,2,2,1,0,0,4,3,680
MA,2,3,4,0,6,2,4,3,3,2,1,2,2,2,2,2,2,0,0,0,6,3,205
SP,1,9,1,2,9,5,4,1,1,1,1,1,1,1,2,1,2,2,1,0,9,1,2025
MT,1,2,3,0,7,3,4,1,1,1,2,2,2,2,2,2,2,1,0,0,7,3,460
MG,2,5,5,0,4,1,3,3,5,2,2,2,2,2,2,2,2,0,0,0,4,3,151
SP,1,7,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,2,1,500
PR,1,8,1,1,3,1,2,1,1,1,1,1,2,1,2,2,2,1,1,0,3,1,342
MS,2,4,4,0,4,1,3,2,3,1,1,1,2,2,2,2,2,1,0,0,4,3,302
PI,1,3,5,0,3,1,2,1,5,1,1,2,2,2,2,2,2,0,0,0,3,3,175
GO,1,5,2,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,800
PE,1,3,1,1,3,2,1,1,1,1,2,2,2,2,2,2,2,1,0,0,3,,150
SP,1,5,1,1,4,1,3,1,1,1,1,1,2,2,2,2,2,1,0,0,4,3,120
MT,1,5,1,1,3,1,2,1,1,1,1,1,2,1,2,1,2,1,0,0,3,1,1351
SP,1,3,1,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,0,0,1,2,151
MG,2,6,3,1,2,1,1,3,3,1,1,1,2,2,2,2,2,1,0,0,2,3,348
MG,1,4,5,0,1,1,0,1,1,1,2,2,2,2,2,2,2,0,0,0,1,1,151
SP,2,5,2,1,6,3,3,1,1,1,1,1,2,2,2,1,2,1,0,0,6,1,750
RJ,1,2,6,1,1,0,1,1,1,1,1,1,2,2,2,2,2,1,0,0,1,1,300
TO,2,8,1,0,6,2,4,2,5,2,1,2,2,2,2,2,2,0,0,0,6,3,600
DF,1,6,1,1,5,2,3,1,1,1,1,1,2,2,2,1,2,1,0,0,5,3,491
CE,2,5,1,1,6,3,3,3,3,1,1,1,2,2,2,2,2,1,0,0,6,3,151
RN,2,6,1,0,4,2,2,1,1,1,1,2,2,2,2,2,2,1,0,0,4,1,422
SP,1,5,1,1,3,1,2,1,1,1,1,1,2,1,2,1,2,1,0,0,3,1,547
PB,1,5,1,1,4,3,1,1,1,1,1,1,1,2,2,2,2,2,0,0,4,1,570
PR,1,7,1,1,2,0,2,1,1,1,1,1,2,1,1,1,2,2,0,0,2,1,983
SP,1,2,3,1,3,1,2,1,1,1,1,2,2,1,2,2,2,1,0,0,3,1,450
SP,1,4,1,1,3,1,2,2,1,1,1,1,1,1,2,2,2,2,0,0,3,3,250
RN,1,2,1,1,5,3,2,1,1,1,2,1,2,2,2,2,2,2,0,0,5,2,690
MG,2,4,5,0,3,1,2,2,5,2,1,2,2,2,2,2,2,0,0,0,3,3,156
RS,2,6,1,1,3,2,1,1,3,1,1,1,2,2,2,2,2,0,0,0,3,3,250
GO,1,8,3,3,6,5,1,1,1,1,1,1,1,1,2,1,2,4,2,0,6,1,5147
SP,1,5,2,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,1,0,3,1,400
MG,1,5,3,1,4,2,2,1,1,1,1,1,2,2,2,2,2,0,0,0,4,1,200
MG,2,7,1,1,2,1,1,3,5,1,1,1,2,2,2,2,2,1,0,0,2,3,302
SP,1,4,1,1,4,2,2,1,1,1,1,1,2,1,2,2,2,0,0,0,4,9,640
SC,1,5,3,1,4,2,2,1,1,1,1,1,1,2,2,2,2,1,0,0,4,,540
RS,1,9,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,2,1,11860
BA,1,6,1,1,4,2,2,1,1,1,1,2,2,2,2,2,2,1,0,0,4,3,300
SP,1,10,1,1,3,1,2,1,1,1,1,1,2,2,2,1,2,2,1,0,3,1,752
RS,1,7,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,0,0,2,3,302
BA,1,3,3,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,2,3,1000
ES,1,5,3,1,4,1,3,1,1,1,1,1,1,2,2,2,2,1,0,0,4,1,700
RJ,1,6,3,1,5,2,3,1,1,1,1,1,1,1,1,1,2,3,0,0,5,1,1189
RS,1,8,1,1,4,2,2,1,1,1,1,1,1,1,1,1,1,2,1,0,4,3,2120
SC,1,5,1,1,6,4,2,1,1,1,1,1,1,1,1,1,2,2,1,0,6,,2997
GO,1,3,1,0,5,3,2,1,3,1,2,1,2,2,2,2,2,0,0,0,5,3,151
GO,1,10,1,2,6,4,2,1,1,1,2,1,2,2,2,2,2,1,0,0,6,1,453
MG,1,7,1,2,6,1,5,1,1,1,1,1,1,1,2,1,2,2,2,0,6,1,4180
SC,1,7,1,1,5,2,3,1,1,1,1,1,1,1,2,1,2,2,1,0,5,,1047
PA,1,4,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,0,2,2,150
PR,1,10,1,2,3,2,1,1,1,1,1,1,2,1,2,1,2,1,1,0,3,1,1320
BA,2,4,1,0,9,4,5,3,5,1,1,2,2,2,2,2,2,0,0,0,9,3,181
RJ,1,5,1,1,4,3,1,2,1,1,1,1,1,2,1,2,2,1,1,0,4,1,600
SP,1,4,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,0,0,2,1,800
RS,1,6,1,1,5,2,3,1,1,1,1,1,2,2,2,1,2,1,0,0,5,1,225
